ticket_number,date,time,article,Quantity,unit_price_euro
153510,28/01/2021,11:49:00,COUPE,1,0.15
153511,28/01/2021,11:52:00,COUPE,2,0.15
153512,28/01/2021,11:55:00,DEMI PAIN,1,0.6
153516,28/01/2021,12:08:00,TRADITIONAL BAGUETTE,1,1.2
153521,28/01/2021,12:21:00,  TRADITIONAL BAGUETTE  ,1,1.2
153521,28/01/2021,12:21:00,BRIOCHE,1,5
153523,28/01/2021,12:24:00,FICELLE,1,0.6
153524,28/01/2021,12:01:00,BANETTE,1,1.05
153526,28/01/2021,12:32:00,TRADITIONAL BAGUETTE,1,1.2
153527,28/01/2021,12:35:00,TRADITIONAL BAGUETTE,1,1.2
153528,28/01/2021,12:38:00,COUPE,1,0.15
153531,28/01/2021,12:43:00,BAGUETTE,-1,0.9
153532,28/01/2021,12:47:00,TRADITIONAL BAGUETTE,3,1.2
153533,28/01/2021,12:48:00,TRADITIONAL BAGUETTE,1,1.2
153533,28/01/2021,12:48:00,COUPE,2,0.15
153534,28/01/2021,12:49:00,TRADITIONAL BAGUETTE,2,1.2
153538,28/01/2021,12:53:00,BOISSON 33CL,-1,1.5
153538,28/01/2021,12:53:00,SANDWICH COMPLET,-1,4.5
153540,28/01/2021,12:54:00,TRADITIONAL BAGUETTE,2,1.2
153541,28/01/2021,12:54:00,BAGUETTE,1,0.9
153542,28/01/2021,12:56:00,SPECIAL BREAD,1,
153544,28/01/2021,12:57:00,BANETTE,1,€ 1.05
153546,28/01/2021,01:15:00,PAIN AU CHOCOLAT,4,1.2
153546,28/01/2021,13:00:00,BOULE 400G,1,1.5
153546,28/01/2021,13:00:00,  BANETTE  ,3,1.05
153551,28/01/2021,13:12:00,,1,2.4
153551,28/01/2021,13:12:00,COUPE,1,0.15
153552,28/01/2021,13:13:00,SANDWICH COMPLET,1,4.5
153558,28/01/2021,13:01:00,FORMULE SANDWICH,1,6.5
153562,28/01/2021,00:00:00,TRADITIONAL BAGUETTE,4,1.2
153563,28/01/2021,13:42:00,FONDANT CHOCOLAT,1,2.5
153564,28/01/2021,13:43:00,COUPE,1,0.15
153564,28/01/2021,13:43:00,SPECIAL BREAD,1,2.4
153565,28/01/2021,13:45:00,TRADITIONAL BAGUETTE,2,1.2
153567,28/01/2021,13:57:00,BANETTE,2,"1,05"
153568,28/01/2021,13:57:00,PAIN,1,1.15
153570,28/01/2021,14:04:00,PAIN AU CHOCOLAT,1,1.2
153572,28/01/2021,17:12:00,TRADITIONAL BAGUETTE,1,1.2
153575,28/01/2021,17:40:00,COUPE,2,0.15
153576,28/01/2021,17:44:00,SPECIAL BREAD,1,2.4
153581,28/01/2021,18:12:00,TRADITIONAL BAGUETTE,1,1.2
153582,28/01/2021,18:14:00,KOUIGN AMANN,2,2.1
153582,28/01/2021,18:14:00,CROISSANT,1,1.1
153583,28/01/2021,18:18:00,COUPE,1,0.15
153584,28/01/2021,18:20:00,TRADITIONAL BAGUETTE,1,1.2
153586,28/01/2021,18:01:00,FICELLE,1,0.6
153589,28/01/2021,18:29:00,TRADITIONAL BAGUETTE,5,1.2
153596,29/01/2021,00:00:00,CAFE OU EAU,1,1
153597,29/01/2021,08:43:00,FORMULE SANDWICH,1,6.5
153597,29/01/2021,08:43:00,CROISSANT,3,1.1
153600,29/01/2021,08:48:00,PAIN AU CHOCOLAT,1,1.2
153600,29/01/2021,08:48:00,BAGUETTE,1,0.9
153602,29/01/2021,09:06:00,TRADITIONAL BAGUETTE,4,1.2
153603,29/01/2021,09:08:00,DEMI BAGUETTE,1,0.45
153605,29/01/2021,09:39:00,PAIN AUX RAISINS,2,1.4
153606,29/01/2021,09:46:00,BANETTE,2,1.05
153607,29/01/2021,09:47:00,CROISSANT,4,1.1
153607,29/01/2021,09:47:00,BAGUETTE,2,0.9
153609,29/01/2021,09:54:00,TRADITIONAL BAGUETTE,1,1.2
153611,29/01/2021,09:59:00,BAGUETTE,1,0.9
153614,29/01/2021,10:20:00,BAGUETTE,1,0.9
153615,29/01/2021,10:26:00,BANETTINE,1,0.6
153615,29/01/2021,10:26:00,TRADITIONAL BAGUETTE,1,1.2
153618,29/01/2021,10:32:00,TRADITIONAL BAGUETTE,2,1.2
153619,29/01/2021,10:34:00,BANETTE,1,1.05
153621,29/01/2021,10:41:00,PAIN AU CHOCOLAT,2,1.2
153622,29/01/2021,9:37 AM,CEREAL BAGUETTE,4,1.25
153628,29/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
153629,29/01/2021,11:01:00,BAGUETTE,1,0.9
153630,29/01/2021,11:26:00,TRADITIONAL BAGUETTE,-1,1.2
153632,29/01/2021,11:31:00,BAGUETTE,1,0.9
153633,29/01/2021,11:37:00,TRADITIONAL BAGUETTE,3,1.2
153634,29/01/2021,11:44:00,SPECIAL BREAD,1,2.4
153635,29/01/2021,11:47:00,PAIN AU CHOCOLAT,2,1.2
153636,29/01/2021,11:49:00,CROISSANT,1,1.1
153640,29/01/2021,11:58:00,SPECIAL BREAD KG,-1,4.8
153643,29/01/2021,12:04:00,FONDANT CHOCOLAT,3,2.5
153643,29/01/2021,12:04:00,TRADITIONAL BAGUETTE,2,1.2
153644,29/01/2021,9:37 AM,TRADITIONAL BAGUETTE,3,1.2
153645,29/01/2021,12:07:00,DIVERS VIENNOISERIE,1,6
153645,29/01/2021,12:07:00,SPECIAL BREAD,2,2.4
153645,29/01/2021,12:07:00,COUPE,2,0.15
153645,29/01/2021,12:07:00,PAIN AU CHOCOLAT,2,1.2
153645,29/01/2021,12:07:00,CROISSANT,2,1.1
153645,29/01/2021,12:07:00,BAGUETTE,2,0.9
153646,29/01/2021,12:15:00,TARTELETTE,6,2
153646,29/01/2021,12:15:00,COUPE,3,0.15
153646,29/01/2021,12:15:00,BOULE 200G,3,1.1
153647,29/01/2021,12:16:00,BANETTE,1,"1,05"
153648,29/01/2021,12:16:00,TARTELETTE,1,
153648,29/01/2021,12:16:00,CROISSANT,2,1.1
153648,29/01/2021,12:16:00,TRADITIONAL BAGUETTE,1,1.2
153650,29/01/2021,12:19:00,TRADITIONAL BAGUETTE,1,1.2
153651,29/01/2021,12:20:00,MOISSON,1,2
153651,29/01/2021,12:20:00,COUPE,1,"0,15"
153653,29/01/2021,12:26:00,PAIN BANETTE,1,1.4
153654,29/01/2021,12:27:00,BOULE 400G,1,1.5
153654,29/01/2021,12:27:00,COUPE,1,0.15
153655,29/01/2021,12:28:00,PAIN,1,1.15
153656,29/01/2021,12:29:00,TRADITIONAL BAGUETTE,1,1.2
153657,29/01/2021,12:30:00,TRADITIONAL BAGUETTE,4,1.2
153658,29/01/2021,12:32:00,TRADITIONAL BAGUETTE,2,
153659,29/01/2021,12:33:00,PAIN AU CHOCOLAT,2,1.2
153664,29/01/2021,12:39:00,BOULE 200G,-2,"1,1"
153664,29/01/2021,12:39:00,  BANETTE  ,2,1.05
153664,29/01/2021,12:39:00,COUPE,2,0.15
153666,29/01/2021,01:15:00,DIVERS PATISSERIE,1,12
153670,29/01/2021,12:55:00,TRADITIONAL BAGUETTE,1,1.2
153671,29/01/2021,12:58:00,BOULE 400G,1,1.5
153673,29/01/2021,13:01:00,CAMPAGNE,1,1.8
153673,29/01/2021,13:01:00,TARTELETTE,2,2
153675,29/01/2021,13:07:00,TRADITIONAL BAGUETTE,1,1.2
153677,29/01/2021,13:09:00,BANETTE,2,1.05
153681,29/01/2021,13:15:00,CHAUSSON AUX POMMES,2,
153682,29/01/2021,13:16:00,SANDWICH COMPLET,2,4.5
153684,29/01/2021,13:19:00,BAGUETTE,2,0.9
153685,29/01/2021,13:01:00,FORMULE SANDWICH,1,6.5
153686,29/01/2021,13:30:00,,1,6.5
153688,29/01/2021,13:40:00,SANDWICH COMPLET,1,4.5
153691,29/01/2021,00:00:00,TRADITIONAL BAGUETTE,2,1.2
153693,29/01/2021,13:43:00,TRADITIONAL BAGUETTE,1,1.2
153693,29/01/2021,13:43:00,BANETTINE,1,0.6
153694,29/01/2021,13:49:00,CROISSANT,2,1.1
153696,29/01/2021,13:53:00,TRADITIONAL BAGUETTE,2,1.2
153698,29/01/2021,14:03:00,BOISSON 33CL,2,1.5
153700,29/01/2021,14:06:00,FLAN ABRICOT,1,2.1
153703,29/01/2021,17:13:00,COUPE,1,0.15
153703,29/01/2021,17:13:00,CAMPAGNE,1,"1,8"
153704,29/01/2021,00:00:00,BANETTE,2,1.05
153705,29/01/2021,17:32:00,DIVERS VIENNOISERIE,1,1.2
153707,29/01/2021,17:44:00,CEREAL BAGUETTE,1,1.25
153708,29/01/2021,17:46:00,TRADITIONAL BAGUETTE,1,1.2
153709,29/01/2021,17:48:00,CEREAL BAGUETTE,3,1.25
153711,29/01/2021,17:59:00,PAIN AU CHOCOLAT,1,1.2
153711,29/01/2021,17:59:00,CROISSANT,1,1.1
153711,29/01/2021,17:59:00,COUPE,1,0.15
153712,29/01/2021,18:17:00,CAMPAGNE,1,1.8
153713,29/01/2021,18:37:00,BANETTINE,2,0.6
153714,29/01/2021,18:41:00,BAGUETTE,1,0.9
153715,29/01/2021,18:44:00,SPECIAL BREAD,1,2.4
153724,30/01/2021,09:14:00,SANDWICH COMPLET,1,4.5
153727,30/01/2021,09:30:00,TRADITIONAL BAGUETTE,1,1.2
153729,30/01/2021,09:44:00,CROISSANT,1,1.1
153731,30/01/2021,09:52:00,SAND JB EMMENTAL,1,3.5
153731,30/01/2021,09:52:00,BOULE 200G,1,1.1
153734,30/01/2021,09:55:00,SPECIAL BREAD,1,2.4
153734,30/01/2021,09:55:00,COUPE,1,0.15
153736,30/01/2021,10:01:00,TRADITIONAL BAGUETTE,1,1.2
153738,30/01/2021,10:08:00,BAGUETTE,1,0.9
153739,30/01/2021,10:12:00,TRADITIONAL BAGUETTE,1,1.2
153740,30/01/2021,10:13:00,BANETTE,2,1.05
153740,30/01/2021,10:13:00,COUPE,1,0.15
153742,30/01/2021,10:15:00,DIVERS VIENNOISERIE,1,
153743,30/01/2021,10:19:00,BAGUETTE,1,0.9
153744,30/01/2021,10:01:00,TRADITIONAL BAGUETTE,1,1.2
153752,30/01/2021,10:44:00,SANDWICH COMPLET,1,4.5
153755,30/01/2021,10:46:00,TRADITIONAL BAGUETTE,1,1.2
153756,30/01/2021,10:48:00,CROISSANT,3,1.1
153756,30/01/2021,10:48:00,TRADITIONAL BAGUETTE,1,1.2
153757,30/01/2021,10:50:00,CROISSANT,3,1.1
153757,30/01/2021,10:50:00,GRAND FAR BRETON,1,7
153759,30/01/2021,10:52:00,BAGUETTE,1,0.9
153760,30/01/2021,10:55:00,TRADITIONAL BAGUETTE,3,1.2
153766,30/01/2021,01:15:00,CAFE OU EAU,2,1
153767,30/01/2021,11:07:00,  TRADITIONAL BAGUETTE  ,1,1.2
153768,30/01/2021,11:08:00,BAGUETTE,1,0.9
153772,30/01/2021,11:17:00,QUIM BREAD,1,1
153773,30/01/2021,11:19:00,BOULE 200G,3,1.1
153777,30/01/2021,11:23:00,TRADITIONAL BAGUETTE,1,1.2
153779,30/01/2021,11:26:00,BOULE 400G,1,1.5
153780,30/01/2021,11:27:00,COUPE,2,0.15
153781,30/01/2021,11:37:00,BANETTE,1,1.05
153784,30/01/2021,11:41:00,COMPLET,2,1.5
153784,30/01/2021,11:41:00,COUPE,2,0.15
153785,30/01/2021,11:42:00,GAL FRANGIPANE 4P,1,8
153786,30/01/2021,11:46:00,DIVERS VIENNOISERIE,1,"1,6"
153786,30/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
153788,30/01/2021,11:47:00,TRADITIONAL BAGUETTE,1,1.2
153789,30/01/2021,11:48:00,BANETTINE,1,0.6
153791,30/01/2021,11:49:00,TRADITIONAL BAGUETTE,2,1.2
153791,30/01/2021,11:49:00,CHAUSSON AUX POMMES,2,1.4
153794,30/01/2021,11:58:00,BAGUETTE,2,0.9
153795,30/01/2021,11:59:00,TRADITIONAL BAGUETTE,4,1.2
153797,30/01/2021,12:01:00,TRADITIONAL BAGUETTE,1,1.2
153798,30/01/2021,12:01:00,TRADITIONAL BAGUETTE,3,1.2
153800,30/01/2021,12:06:00,TRADITIONAL BAGUETTE,1,1.2
153801,30/01/2021,12:09:00,PAIN,1,1.15
153803,30/01/2021,01:15:00,BANETTE,1,1.05
153803,30/01/2021,12:13:00,MOISSON,1,2
153804,30/01/2021,12:13:00,QUIM BREAD,2,1
153805,30/01/2021,12:20:00,NANTAIS,1,2.5
153805,30/01/2021,12:20:00,TRADITIONAL BAGUETTE,1,1.2
153805,30/01/2021,12:20:00,CROISSANT,2,1.1
153806,30/01/2021,12:21:00,COUPE,1,0.15
153806,30/01/2021,12:21:00,SEIGLE,1,1.8
153807,30/01/2021,9:37 AM,TRADITIONAL BAGUETTE,2,1.2
153809,30/01/2021,12:26:00,SPECIAL BREAD,1,2.4
153810,30/01/2021,12:27:00,TRADITIONAL BAGUETTE,4,1.2
153813,30/01/2021,12:34:00,TRADITIONAL BAGUETTE,2,1.2
153815,30/01/2021,12:39:00,COUPE,1,0.15
153815,30/01/2021,12:39:00,NANTAIS,1,2.5
153816,30/01/2021,12:42:00,TRADITIONAL BAGUETTE,2,€ 1.2
153817,30/01/2021,12:42:00,TRADITIONAL BAGUETTE,1,1.2
153818,30/01/2021,12:50:00,DIVERS VIENNOISERIE,1,4
153819,30/01/2021,12:51:00,  TRADITIONAL BAGUETTE  ,1,1.2
153821,30/01/2021,12:53:00,PAIN AU CHOCOLAT,-1,1.2
153821,30/01/2021,12:53:00,CROISSANT,2,1.1
153821,30/01/2021,12:53:00,TRADITIONAL BAGUETTE,1,1.2
153822,30/01/2021,12:54:00,NANTAIS,3,2.5
153822,30/01/2021,12:54:00,BANETTE,1,1.05
153823,30/01/2021,9:37 AM,unknown,1,2.4
153825,30/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
153826,30/01/2021,12:57:00,TRADITIONAL BAGUETTE,2,1.2
153827,30/01/2021,12:57:00,CAFE OU EAU,1,1
153828,30/01/2021,12:58:00,TRADITIONAL BAGUETTE,2,1.2
153829,30/01/2021,13:01:00,TRADITIONAL BAGUETTE,1,1.2
153833,30/01/2021,13:10:00,TRADITIONAL BAGUETTE,3,1.2
153834,30/01/2021,13:10:00,BANETTE,1,"1,05"
153838,30/01/2021,13:18:00,COUPE,1,0.15
153838,30/01/2021,13:18:00,VIK BREAD,1,2.5
153839,30/01/2021,13:19:00,TRADITIONAL BAGUETTE,1,1.2
153842,30/01/2021,13:23:00,DIVERS PATISSERIE,1,7
153842,30/01/2021,13:23:00,SPECIAL BREAD,1,2.4
153843,30/01/2021,13:01:00,DIVERS VIENNOISERIE,-1,1.6
153845,30/01/2021,13:30:00,CAMPAGNE,1,1.8
153845,30/01/2021,13:30:00,PAIN AU CHOCOLAT,2,1.2
153845,30/01/2021,13:30:00,COOKIE,1,1
153845,30/01/2021,13:30:00,coupe,1,0.15
153846,30/01/2021,13:30:00,BANETTE,1,1.05
153847,30/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
153849,30/01/2021,13:34:00,BANETTE,1,1.05
153850,30/01/2021,13:41:00,TRADITIONAL BAGUETTE,1,1.2
153851,30/01/2021,13:42:00,CAMPAGNE,1,1.8
153852,30/01/2021,13:47:00,TRADITIONAL BAGUETTE,2,1.2
153854,30/01/2021,13:52:00,GRAND FAR BRETON,1,7
153854,30/01/2021,13:52:00,COUPE,1,0.15
153859,30/01/2021,17:03:00,BAGUETTE,1,0.9
153861,30/01/2021,17:35:00,SPECIAL BREAD,1,2.4
153863,30/01/2021,17:46:00,BANETTE,1,1.05
153863,30/01/2021,17:46:00,chausson   aux   pommes,1,1.4
153864,30/01/2021,17:47:00,TRADITIONAL BAGUETTE,2,€ 1.2
153865,30/01/2021,17:48:00,TRADITIONAL BAGUETTE,1,1.2
153868,30/01/2021,17:58:00,COUPE,1,0.15
153868,30/01/2021,17:58:00,CAMPAGNE,1,1.8
153870,30/01/2021,18:00:00,ECLAIR,3,2
153873,30/01/2021,18:05:00,BANETTE,2,1.05
153874,30/01/2021,18:12:00,BANETTE,3,1.05
153875,30/01/2021,18:14:00,COUPE,1,0.15
153877,30/01/2021,18:01:00,CAMPAGNE,1,1.8
153877,30/01/2021,18:01:00,SPECIAL BREAD KG,1,4.8
153877,30/01/2021,18:01:00,BRIOCHE,1,5
153878,30/01/2021,18:30:00,BANETTE,1,1.05
153879,30/01/2021,18:33:00,BAGUETTE,1,0.9
153880,30/01/2021,18:34:00,FONDANT CHOCOLAT,1,2.5
153881,30/01/2021,18:35:00,unknown,1,1.4
153882,30/01/2021,18:35:00,BANETTINE,1,0.6
153883,30/01/2021,18:38:00,MOISSON,1,2
153883,30/01/2021,18:38:00,COUPE,1,0.15
153885,31/01/2021,08:40:00,DEMI BAGUETTE,1,0.45
153886,31/01/2021,08:51:00,PAIN AUX RAISINS,2,1.4
153886,31/01/2021,08:51:00,BAGUETTE,1,0.9
153887,31/01/2021,08:55:00,BANETTE,-1,1.05
153888,31/01/2021,09:08:00,CROISSANT,4,1.1
153888,31/01/2021,09:08:00,COUPE,1,0.15
153890,31/01/2021,09:24:00,  TRADITIONAL BAGUETTE  ,1,1.2
153891,31/01/2021,09:31:00,BANETTINE,2,0.6
153892,31/01/2021,09:32:00,CROISSANT,1,1.1
153893,31/01/2021,09:34:00,TRADITIONAL BAGUETTE,2,1.2
153893,31/01/2021,09:34:00,PARIS BREST,4,2
153894,31/01/2021,09:38:00,TRADITIONAL BAGUETTE,1,1.2
153895,31/01/2021,09:40:00,BANETTINE,1,0.6
153895,31/01/2021,09:40:00,BAGUETTE,2,0.9
153897,31/01/2021,09:46:00,COUPE,1,0.15
153898,31/01/2021,09:47:00,TRADITIONAL BAGUETTE,2,1.2
153899,31/01/2021,09:51:00,PAIN,1,1.15
153901,31/01/2021,09:57:00,TRADITIONAL BAGUETTE,1,1.2
153902,31/01/2021,09:58:00,TRADITIONAL BAGUETTE,1,1.2
153903,31/01/2021,10:01:00,CROISSANT,9,1.1
153903,31/01/2021,10:01:00,TRADITIONAL BAGUETTE,3,1.2
153904,31/01/2021,10:02:00,CROISSANT,4,1.1
153905,31/01/2021,10:05:00,BAGUETTE,1,0.9
153909,31/01/2021,10:19:00,TRADITIONAL BAGUETTE,1,1.2
153909,31/01/2021,10:19:00,unknown,3,1.1
153910,31/01/2021,10:19:00,CROISSANT,1,1.1
153910,31/01/2021,10:19:00,PAIN AU CHOCOLAT,2,1.2
153910,31/01/2021,10:19:00,CHAUSSON AUX POMMES,1,1.4
153913,31/01/2021,01:15:00,MOISSON,1,2
153913,31/01/2021,10:28:00,FINANCIER X5,1,3
153913,31/01/2021,10:28:00,COMPLET,1,€ 1.5
153914,31/01/2021,10:31:00,TRADITIONAL BAGUETTE,1,1.2
153916,31/01/2021,10:33:00,TRADITIONAL BAGUETTE,2,1.2
153917,31/01/2021,10:34:00,SAVARIN,1,2
153918,31/01/2021,10:36:00,BAGUETTE,1,0.9
153918,31/01/2021,10:36:00,COUPE,1,0.15
153919,31/01/2021,10:37:00,BANETTE,1,1.05
153920,31/01/2021,10:37:00,CROISSANT,10,1.1
153921,31/01/2021,10:39:00,CROISSANT,2,1.1
153921,31/01/2021,10:39:00,BOULE 400G,2,1.5
153921,31/01/2021,10:39:00,PAIN AUX RAISINS,2,1.4
153924,31/01/2021,10:45:00,SPECIAL BREAD,1,2.4
153925,31/01/2021,10:48:00,CROISSANT,2,1.1
153925,31/01/2021,10:48:00,PAIN AU CHOCOLAT,2,1.2
153925,31/01/2021,10:48:00,TRADITIONAL BAGUETTE,2,1.2
153927,31/01/2021,10:49:00,TRADITIONAL BAGUETTE,1,1.2
153930,31/01/2021,10:53:00,BANETTINE,1,0.6
153931,31/01/2021,10:54:00,COUPE,1,0.15
153931,31/01/2021,10:54:00,VIK BREAD,1,2.5
153932,31/01/2021,10:56:00,PAIN AU CHOCOLAT,3,1.2
153932,31/01/2021,00:00:00,BAGUETTE,1,0.9
153932,31/01/2021,9:37 AM,CROISSANT,2,€ 1.1
153932,31/01/2021,10:56:00,TRADITIONAL BAGUETTE,2,1.2
153933,31/01/2021,10:57:00,TARTELETTE,1,2
153934,31/01/2021,10:57:00,PAIN,1,1.15
153936,31/01/2021,11:01:00,ECLAIR,1,2
153936,31/01/2021,11:01:00,unknown,1,2.4
153936,31/01/2021,11:01:00,COUPE,1,0.15
153942,31/01/2021,11:05:00,COUPE,2,0.15
153943,31/01/2021,11:06:00,COUPE,1,0.15
153943,31/01/2021,11:06:00,unknown,1,1.5
153943,31/01/2021,11:06:00,TRADITIONAL BAGUETTE,2,1.2
153944,31/01/2021,11:07:00,COUPE,1,0.15
153945,31/01/2021,11:08:00,TRADITIONAL BAGUETTE,1,1.2
153946,31/01/2021,11:08:00,TRADITIONAL BAGUETTE,2,1.2
153947,31/01/2021,11:11:00,VIK BREAD,3,2.5
153951,31/01/2021,11:13:00,CROISSANT,3,1.1
153952,31/01/2021,11:14:00,BOULE 400G,1,1.5
153954,31/01/2021,00:00:00,DIVERS CONFISERIE,1,3
153955,31/01/2021,11:21:00,PAIN AU CHOCOLAT,6,1.2
153958,31/01/2021,11:23:00,SAVARIN,1,2
153960,31/01/2021,11:01:00,TRADITIONAL BAGUETTE,-2,1.2
153963,31/01/2021,11:26:00,PAIN AU CHOCOLAT,3,1.2
153964,31/01/2021,11:28:00,TRADITIONAL BAGUETTE,1,1.2
153964,31/01/2021,11:28:00,  COUPE  ,1,0.15
153965,31/01/2021,11:28:00,COUPE,1,0.15
153966,31/01/2021,11:31:00,SPECIAL BREAD,1,2.4
153966,31/01/2021,11:31:00,CHAUSSON AUX POMMES,1,1.4
153967,31/01/2021,11:32:00,COUPE,1,0.15
153967,31/01/2021,11:32:00,MOISSON,1,2
153967,31/01/2021,11:32:00,COUPE,1,0.15
153968,31/01/2021,9:37 AM,TRADITIONAL BAGUETTE,1,1.2
153971,31/01/2021,11:39:00,TARTELETTE,1,2
153973,31/01/2021,11:41:00,BAGUETTE,1,0.9
153975,31/01/2021,11:45:00,TARTE FRUITS 4P,1,9
153975,31/01/2021,11:45:00,TRADITIONAL BAGUETTE,-1,1.2
153976,31/01/2021,11:46:00,GAL FRANGIPANE 4P,1,8
153979,31/01/2021,11:50:00,BANETTE,1,1.05
153980,31/01/2021,11:50:00,COUPE,1,0.15
153980,31/01/2021,11:50:00,BANETTE,1,1.05
153980,31/01/2021,11:50:00,BOULE 400G,1,1.5
153981,31/01/2021,11:51:00,BANETTE,1,1.05
153983,31/01/2021,11:53:00,unknown,1,0.15
153983,31/01/2021,11:53:00,MOISSON,1,2
153987,31/01/2021,11:54:00,TRADITIONAL BAGUETTE,2,1.2
153991,31/01/2021,11:59:00,BANETTE,2,1.05
153991,31/01/2021,11:59:00,CAMPAGNE,1,1.8
153991,31/01/2021,01:15:00,GD KOUIGN AMANN,2,7.5
153992,31/01/2021,12:00:00,BANETTINE,2,
153993,31/01/2021,9:37 AM,NANTAIS,1,2.5
153994,31/01/2021,12:02:00,TRADITIONAL BAGUETTE,2,1.2
153995,31/01/2021,12:02:00,COUPE,1,0.15
153995,31/01/2021,12:02:00,TRADITIONAL BAGUETTE,3,1.2
153997,31/01/2021,01:15:00,TRADITIONAL BAGUETTE,2,1.2
153998,31/01/2021,12:04:00,GACHE,1,5
153998,31/01/2021,12:04:00,TRADITIONAL BAGUETTE,4,1.2
153998,31/01/2021,12:04:00,CROISSANT,2,1.1
153999,31/01/2021,00:00:00,TRADITIONAL BAGUETTE,2,1.2
154001,31/01/2021,12:06:00,BAGUETTE GRAINE,1,1.3
154002,31/01/2021,12:06:00,TRADITIONAL BAGUETTE,-2,1.2
154004,31/01/2021,12:12:00,  TRADITIONAL BAGUETTE  ,1,1.2
154004,31/01/2021,12:12:00,BAGUETTE GRAINE,1,1.3
154004,31/01/2021,12:12:00,COUPE,4,0.15
154005,31/01/2021,12:13:00,CAMPAGNE,1,1.8
154006,31/01/2021,12:16:00,COOKIE,4,1
154006,31/01/2021,12:16:00,TRADITIONAL BAGUETTE,2,1.2
154008,31/01/2021,12:18:00,TRADITIONAL BAGUETTE,2,1.2
154009,31/01/2021,12:19:00,TRADITIONAL BAGUETTE,-1,1.2
154010,31/01/2021,12:20:00,COUPE,1,0.15
154010,31/01/2021,12:20:00,TRADITIONAL BAGUETTE,2,1.2
154011,31/01/2021,12:21:00,TRADITIONAL BAGUETTE,2,1.2
154013,31/01/2021,12:22:00,BAGUETTE,1,0.9
154014,31/01/2021,12:23:00,SPECIAL BREAD,1,2.4
154018,31/01/2021,12:29:00,SEIGLE,1,1.8
154024,31/01/2021,12:35:00,TRADITIONAL BAGUETTE,1,1.2
154026,31/01/2021,12:39:00,BAGUETTE,1,0.9
154027,31/01/2021,12:42:00,BOULE 200G,1,1.1
154027,31/01/2021,01:15:00,COUPE,1,0.15
154028,31/01/2021,12:43:00,unknown,2,1.3
154029,31/01/2021,12:44:00,GD KOUIGN AMANN,3,€ 7.5
154030,31/01/2021,12:45:00,PAIN,1,1.15
154031,31/01/2021,12:45:00,TRADITIONAL BAGUETTE,4,1.2
154032,31/01/2021,12:46:00,TRADITIONAL BAGUETTE,1,1.2
154033,31/01/2021,12:46:00,TRADITIONAL BAGUETTE,1,1.2
154034,31/01/2021,12:47:00,CEREAL BAGUETTE,1,1.25
154037,31/01/2021,12:50:00,DIVERS CONFISERIE,1,3
154037,31/01/2021,12:50:00,BAGUETTE GRAINE,1,1.3
154038,31/01/2021,00:00:00,SPECIAL BREAD,1,2.4
154038,31/01/2021,12:51:00,COUPE,1,0.15
154041,31/01/2021,12:55:00,DIVERS VIENNOISERIE,1,11
154041,31/01/2021,00:00:00,TARTE FRUITS 6P,1,12
154041,31/01/2021,12:55:00,CAMPAGNE,1,1.8
154044,31/01/2021,13:01:00,TARTELETTE,2,2
154045,31/01/2021,13:03:00,NANTAIS,1,2.5
154046,31/01/2021,13:03:00,TRADITIONAL BAGUETTE,1,1.2
154048,31/01/2021,13:06:00,TRADITIONAL BAGUETTE,2,1.2
154050,31/01/2021,13:10:00,BAGUETTE GRAINE,1,1.3
154051,31/01/2021,13:17:00,ECLAIR,2,2
154053,31/01/2021,13:20:00,TRADITIONAL BAGUETTE,1,"1,2"
154054,31/01/2021,13:20:00,TRADITIONAL BAGUETTE,2,1.2
154055,31/01/2021,13:34:00,TRADITIONAL BAGUETTE,1,1.2
154056,31/01/2021,13:40:00,TRADITIONAL BAGUETTE,1,1.2
154056,31/01/2021,13:40:00,QUIM BREAD,1,1
152434,19/01/2021,08:53:00,CROISSANT AMANDES,2,1.4
151608,12/01/2021,12:42:00,TRADITIONAL BAGUETTE,2,1.2
152453,19/01/2021,10:09:00,SPECIAL BREAD,1,2.4
150291,03/01/2021,11:16:00,TRADITIONAL BAGUETTE,1,1.2
153396,26/01/2021,12:48:00,SPECIAL BREAD,1,2.4
151513,11/01/2021,17:50:00,COUPE,1,0.15
151921,15/01/2021,19:20:00,BAGUETTE,2,0.9
152880,23/01/2021,10:44:00,unknown,2,1.2
150491,04/01/2021,11:35:00,BANETTINE,1,0.6
153497,28/01/2021,11:15:00,PAIN BANETTE,1,1.4
153052,24/01/2021,11:01:00,BOULE 200G,1,1.1
150091,02/01/2021,11:13:00,BRIOCHE,1,5
150875,07/01/2021,13:54:00,TRADITIONAL BAGUETTE,2,1.2
152390,18/01/2021,13:26:00,TRADITIONAL BAGUETTE,3,1.2
153803,30/01/2021,12:13:00,BANETTE,1,1.05
151200,09/01/2021,18:52:00,PAIN BANETTE,2,1.4
151441,11/01/2021,01:15:00,CROISSANT,1,1.1
150622,05/01/2021,10:43:00,CAMPAGNE,1,1.8
153739,30/01/2021,10:12:00,TRADITIONAL BAGUETTE,1,1.2
