ticket_number,date,time,article,Quantity,unit_price_euro
151769,14/01/2021,18:00:00,PAIN AU CHOCOLAT,1,1.2
151769,14/01/2021,18:00:00,QUIM BREAD,1,"1,0"
151771,14/01/2021,18:05:00,KOUIGN AMANN,1,2.1
151772,14/01/2021,18:10:00,TRADITIONAL BAGUETTE,2,1.2
151774,14/01/2021,18:16:00,TRADITIONAL BAGUETTE,1,1.2
151775,14/01/2021,18:23:00,COUPE,1,0.15
151775,14/01/2021,18:23:00,,1,1.8
151776,14/01/2021,18:29:00,TRADITIONAL BAGUETTE,1,1.2
151778,14/01/2021,18:46:00,traditional   baguette,2,1.2
151780,14/01/2021,18:59:00,TRADITIONAL BAGUETTE,3,1.2
151782,14/01/2021,19:00:00,CROISSANT AMANDES,2,1.4
151784,14/01/2021,19:05:00,TRADITIONAL BAGUETTE,1,1.2
151786,14/01/2021,19:23:00,COUPE,1,0.15
151786,14/01/2021,19:23:00,MOISSON,1,2
151789,14/01/2021,19:37:00,TRADITIONAL BAGUETTE,2,1.2
151790,14/01/2021,19:39:00,unknown,1,0.9
151790,14/01/2021,19:39:00,PAIN BANETTE,1,1.4
151791,14/01/2021,19:47:00,DIVERS PATISSERIE,1,8
151794,15/01/2021,08:38:00,PAIN AU CHOCOLAT,2,1.2
151795,15/01/2021,08:39:00,CAFE OU EAU,1,1
151796,15/01/2021,08:40:00,BAGUETTE,-1,0.9
151797,15/01/2021,08:41:00,PAIN AU CHOCOLAT,4,1.2
151798,15/01/2021,08:53:00,BAGUETTE,1,0.9
151798,15/01/2021,08:53:00,PAIN AU CHOCOLAT,1,1.2
151799,15/01/2021,08:53:00,CROISSANT AMANDES,1,1.4
151800,15/01/2021,09:01:00,BAGUETTE,1,0.9
151801,15/01/2021,09:10:00,DEMI BAGUETTE,1,0.45
151803,15/01/2021,09:19:00,unknown,1,0.6
151804,15/01/2021,09:39:00,pain   aux   raisins,2,1.4
151807,15/01/2021,09:53:00,  COMPLET  ,3,1.5
151809,15/01/2021,10:00:00,GACHE,1,5
151810,15/01/2021,10:03:00,CROISSANT,20,1.1
151811,15/01/2021,10:03:00,CROISSANT,2,1.1
151811,15/01/2021,10:03:00,BANETTE,1,1.05
151812,15/01/2021,10:06:00,PAIN AU CHOCOLAT,1,1.2
151813,15/01/2021,10:10:00,DIVERS PATISSERIE,1,4
151813,15/01/2021,10:10:00,VIK BREAD,1,2.5
151817,15/01/2021,10:29:00,BANETTE,2,1.05
151820,15/01/2021,10:35:00,COUPE,1,0.15
151821,15/01/2021,10:38:00,BANETTE,1,1.05
151823,15/01/2021,10:55:00,TRADITIONAL BAGUETTE,4,1.2
151824,15/01/2021,10:56:00,BANETTE,1,
151826,15/01/2021,11:11:00,,1,4.5
151826,15/01/2021,11:11:00,CAFE OU EAU,1,1
151827,15/01/2021,11:20:00,TRADITIONAL BAGUETTE,1,1.2
151828,15/01/2021,11:27:00,COUPE,1,0.15
151828,15/01/2021,11:27:00,BOULE 400G,1,1.5
151829,15/01/2021,11:29:00,SPECIAL BREAD,1,2.4
151830,15/01/2021,11:30:00,FORMULE SANDWICH,1,€ 6.5
151830,15/01/2021,11:30:00,QUIM BREAD,1,1
151832,15/01/2021,11:37:00,DIVERS PATISSERIE,1,8
151833,15/01/2021,11:43:00,BAGUETTE,2,0.9
151834,15/01/2021,11:45:00,BANETTE,3,1.05
151836,15/01/2021,11:48:00,TRADITIONAL BAGUETTE,1,1.2
151839,15/01/2021,12:01:00,,1,1.2
151840,15/01/2021,12:04:00,BANETTE,1,1.05
151841,15/01/2021,12:05:00,COUPE,1,0.15
151843,15/01/2021,12:16:00,TRADITIONAL BAGUETTE,1,1.2
151844,15/01/2021,12:17:00,MOISSON,1,2
151844,15/01/2021,12:17:00,COUPE,1,0.15
151845,15/01/2021,12:27:00,TRADITIONAL BAGUETTE,1,1.2
151846,15/01/2021,12:31:00,COUPE,1,0.15
151850,15/01/2021,12:37:00,TRADITIONAL BAGUETTE,1,1.2
151851,15/01/2021,12:42:00,CROISSANT,4,1.1
151851,15/01/2021,12:42:00,SPECIAL BREAD,1,2.4
151851,15/01/2021,12:42:00,BAGUETTE,2,0.9
151851,15/01/2021,12:42:00,PAIN AU CHOCOLAT,4,1.2
151851,15/01/2021,01:15:00,TRADITIONAL BAGUETTE,2,"1,2"
151854,15/01/2021,12:51:00,CAMPAGNE,1,1.8
151854,15/01/2021,12:51:00,COUPE,1,€ 0.15
151855,15/01/2021,12:55:00,TRADITIONAL BAGUETTE,1,1.2
151856,15/01/2021,00:00:00,MOISSON,1,
151858,15/01/2021,13:00:00,TRADITIONAL BAGUETTE,3,1.2
151858,15/01/2021,13:00:00,CHAUSSON AUX POMMES,1,1.4
151861,15/01/2021,13:03:00,TRADITIONAL BAGUETTE,1,1.2
151863,15/01/2021,13:04:00,BANETTE,1,€ 1.05
151865,15/01/2021,13:07:00,formule   sandwich,1,6.5
151866,15/01/2021,13:07:00,SANDWICH COMPLET,1,4.5
151867,15/01/2021,13:08:00,SPECIAL BREAD,1,2.4
151867,15/01/2021,13:08:00,SAND JB EMMENTAL,1,3.5
151868,15/01/2021,13:09:00,SPECIAL BREAD,1,2.4
151870,15/01/2021,13:21:00,TRADITIONAL BAGUETTE,1,1.2
151871,15/01/2021,13:26:00,CEREAL BAGUETTE,1,1.25
151873,15/01/2021,13:36:00,COUPE,1,0.15
151873,15/01/2021,13:36:00,VIK BREAD,1,2.5
151873,15/01/2021,13:36:00,SPECIAL BREAD KG,1,4.8
151873,15/01/2021,13:36:00,COMPLET,-1,1.5
151875,15/01/2021,13:40:00,TRADITIONAL BAGUETTE,1,€ 1.2
151878,15/01/2021,13:45:00,FORMULE SANDWICH,1,6.5
151880,15/01/2021,13:47:00,CAMPAGNE,1,1.8
151883,15/01/2021,13:53:00,,1,0.15
151885,15/01/2021,01:15:00,DIVERS SANDWICHS,1,4.5
151886,15/01/2021,13:56:00,BAGUETTE,1,0.9
151890,15/01/2021,13:59:00,COOKIE,2,1
151892,15/01/2021,14:07:00,SAND JB EMMENTAL,1,3.5
151895,15/01/2021,17:30:00,CAMPAGNE,2,1.8
151896,15/01/2021,17:36:00,coupe,1,0.15
151896,15/01/2021,17:36:00,BANETTE,2,1.05
151899,15/01/2021,18:05:00,CROISSANT,1,1.1
151899,15/01/2021,18:05:00,unknown,2,1.2
151902,15/01/2021,18:16:00,TRADITIONAL BAGUETTE,3,"1,2"
151904,15/01/2021,18:26:00,TRADITIONAL BAGUETTE,1,1.2
151905,15/01/2021,18:29:00,PAIN BANETTE,1,1.4
151907,15/01/2021,18:32:00,PAIN AU CHOCOLAT,4,1.2
151908,15/01/2021,18:33:00,VIK BREAD,1,2.5
151910,15/01/2021,18:45:00,  COUPE  ,2,0.15
151910,15/01/2021,18:45:00,MOISSON,2,2
151911,15/01/2021,18:49:00,BAGUETTE,3,0.9
151912,15/01/2021,18:50:00,TRADITIONAL BAGUETTE,-1,1.2
151912,15/01/2021,18:50:00,PAIN CHOCO AMANDES,1,1.5
151913,15/01/2021,18:51:00,SPECIAL BREAD,1,2.4
151914,15/01/2021,19:02:00,BANETTE,2,1.05
151916,15/01/2021,19:03:00,BANETTE,1,1.05
151917,15/01/2021,19:08:00,TRADITIONAL BAGUETTE,1,1.2
151918,15/01/2021,19:13:00,COUPE,1,0.15
151921,15/01/2021,19:20:00,BAGUETTE,2,0.9
151922,15/01/2021,19:01:00,CEREAL BAGUETTE,1,1.25
151923,15/01/2021,19:37:00,TRADITIONAL BAGUETTE,1,1.2
151923,15/01/2021,19:37:00,BAGUETTE,1,0.9
151923,15/01/2021,19:37:00,DIVERS PATISSERIE,1,4
151925,15/01/2021,19:42:00,BOULE 400G,1,1.5
151925,15/01/2021,19:42:00,SEIGLE,1,1.8
151926,15/01/2021,00:00:00,TRADITIONAL BAGUETTE,2,1.2
151930,16/01/2021,08:33:00,TRADITIONAL BAGUETTE,1,1.2
151931,16/01/2021,08:35:00,BOULE 400G,1,1.5
151932,16/01/2021,08:44:00,PAIN AU CHOCOLAT,1,1.2
151933,16/01/2021,08:48:00,TRADITIONAL BAGUETTE,4,1.2
151934,16/01/2021,08:52:00,TRADITIONAL BAGUETTE,1,"1,2"
151935,16/01/2021,09:01:00,BANETTE,1,1.05
151937,16/01/2021,09:24:00,PAIN AU CHOCOLAT,1,1.2
151937,16/01/2021,01:15:00,BANETTE,2,1.05
151939,16/01/2021,09:37:00,MOISSON,1,2
151939,16/01/2021,09:37:00,COUPE,1,0.15
151942,16/01/2021,09:51:00,TRADITIONAL BAGUETTE,3,1.2
151944,16/01/2021,09:58:00,CROISSANT,2,1.1
151944,16/01/2021,09:58:00,PAIN AU CHOCOLAT,2,1.2
151947,16/01/2021,10:09:00,PAIN AU CHOCOLAT,3,1.2
151950,16/01/2021,10:16:00,BANETTINE,1,0.6
151950,16/01/2021,10:16:00,TRADITIONAL BAGUETTE,1,1.2
151951,16/01/2021,10:20:00,CHAUSSON AUX POMMES,2,1.4
151951,16/01/2021,00:00:00,GAL POMME 4P,-1,8
151951,16/01/2021,10:20:00,COMPLET,1,€ 1.5
151953,16/01/2021,10:21:00,PAIN AU CHOCOLAT,1,1.2
151954,16/01/2021,10:22:00,TRADITIONAL BAGUETTE,1,1.2
151956,16/01/2021,10:26:00,COUPE,1,0.15
151957,16/01/2021,10:29:00,COUPE,1,0.15
151959,16/01/2021,10:33:00,TRADITIONAL BAGUETTE,1,1.2
151960,16/01/2021,10:35:00,BANETTE,1,1.05
151961,16/01/2021,10:36:00,BAGUETTE,-1,0.9
151962,16/01/2021,10:45:00,  GAL FRANGIPANE 4P  ,1,8
151963,16/01/2021,10:46:00,BOULE 200G,1,1.1
151964,16/01/2021,01:15:00,unknown,1,0.9
151965,16/01/2021,10:47:00,BANETTINE,1,0.6
151965,16/01/2021,10:47:00,BANETTE,2,1.05
151966,16/01/2021,10:52:00,COUPE,1,0.15
151966,16/01/2021,10:52:00,CAMPAGNE,1,
151968,16/01/2021,10:57:00,CROISSANT,2,1.1
151971,16/01/2021,11:01:00,GAL FRANGIPANE 4P,1,8
151971,16/01/2021,11:01:00,MOISSON,1,2
151972,16/01/2021,11:04:00,PAIN BANETTE,1,1.4
151974,16/01/2021,11:13:00,COUPE,1,0.15
151976,16/01/2021,11:21:00,COUPE,1,0.15
151976,16/01/2021,11:21:00,TRADITIONAL BAGUETTE,1,1.2
151978,16/01/2021,11:23:00,COUPE,2,0.15
151978,16/01/2021,11:23:00,SPECIAL BREAD,2,2.4
151978,16/01/2021,11:23:00,BANETTE,1,1.05
151979,16/01/2021,11:26:00,KOUIGN AMANN,-1,2.1
151980,16/01/2021,00:00:00,BANETTE,2,1.05
151981,16/01/2021,11:28:00,CROISSANT,2,1.1
151981,16/01/2021,11:28:00,VIK BREAD,1,2.5
151981,16/01/2021,11:28:00,TRADITIONAL BAGUETTE,1,1.2
151981,16/01/2021,11:28:00,COOKIE,1,1
151983,16/01/2021,11:36:00,BRIOCHE,2,5
151986,16/01/2021,11:41:00,GAL FRANGIPANE 4P,1,8
151988,16/01/2021,11:43:00,COUPE,2,0.15
151989,16/01/2021,11:44:00,GAL FRANGIPANE 6P,1,12
151989,16/01/2021,11:44:00,BANETTE,1,1.05
151990,16/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
151991,16/01/2021,11:46:00,VIK BREAD,1,"2,5"
151991,16/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
151995,16/01/2021,11:56:00,COUPE,1,0.15
151996,16/01/2021,11:57:00,TRADITIONAL BAGUETTE,1,1.2
151997,16/01/2021,00:00:00,PAIN AU CHOCOLAT,2,1.2
151997,16/01/2021,11:58:00,TRADITIONAL BAGUETTE,1,1.2
151998,16/01/2021,11:59:00,TRADITIONAL BAGUETTE,1,1.2
151999,16/01/2021,11:59:00,TRADITIONAL BAGUETTE,1,1.2
151999,16/01/2021,11:59:00,CROISSANT,2,1.1
152004,16/01/2021,12:05:00,BANETTINE,1,0.6
152007,16/01/2021,12:09:00,cookie,1,1
152008,16/01/2021,12:13:00,COOKIE,1,1
152008,16/01/2021,12:13:00,PAIN AU CHOCOLAT,1,1.2
152009,16/01/2021,12:16:00,CROISSANT,2,1.1
152009,16/01/2021,12:16:00,CAMPAGNE,1,€ 1.8
152013,16/01/2021,12:24:00,DIVERS VIENNOISERIE,1,6
152014,16/01/2021,12:30:00,TRADITIONAL BAGUETTE,1,1.2
152015,16/01/2021,12:32:00,BANETTE,1,1.05
152015,16/01/2021,12:32:00,VIK BREAD,2,2.5
152016,16/01/2021,12:34:00,BAGUETTE,2,0.9
152016,16/01/2021,12:34:00,COMPLET,1,1.5
152019,16/01/2021,12:41:00,COUPE,1,0.15
152019,16/01/2021,12:41:00,BOULE POLKA,1,1.6
152020,16/01/2021,12:45:00,CAMPAGNE,1,1.8
152020,16/01/2021,12:45:00,COUPE,1,0.15
152021,16/01/2021,00:00:00,TRADITIONAL BAGUETTE,1,1.2
152021,16/01/2021,12:45:00,DEMI BAGUETTE,1,0.45
152023,16/01/2021,12:47:00,CROISSANT,2,"1,1"
152024,16/01/2021,12:49:00,TRADITIONAL BAGUETTE,2,1.2
152024,16/01/2021,12:49:00,COMPLET,1,1.5
152026,16/01/2021,01:15:00,TRADITIONAL BAGUETTE,2,1.2
152027,16/01/2021,12:55:00,CEREAL BAGUETTE,2,1.25
152029,16/01/2021,12:58:00,PAIN BANETTE,1,1.4
152029,16/01/2021,12:58:00,CHAUSSON AUX POMMES,1,1.4
152033,16/01/2021,13:09:00,TRADITIONAL BAGUETTE,1,1.2
152034,16/01/2021,13:12:00,BOULE 400G,1,1.5
152035,16/01/2021,13:15:00,GAL FRANGIPANE 6P,1,12
152038,16/01/2021,13:20:00,QUIM BREAD,1,1
152039,16/01/2021,13:21:00,TRADITIONAL BAGUETTE,1,1.2
152040,16/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
152042,16/01/2021,13:28:00,QUIM BREAD,1,1
152044,16/01/2021,13:30:00,PAIN AU CHOCOLAT,1,1.2
152045,16/01/2021,13:33:00,TRADITIONAL BAGUETTE,1,1.2
152047,16/01/2021,13:38:00,PAIN BANETTE,1,1.4
152048,16/01/2021,13:39:00,,1,2.5
152051,16/01/2021,13:44:00,unknown,1,1.1
152052,16/01/2021,13:55:00,GAL POMME 4P,1,8
152055,16/01/2021,13:57:00,GAL FRANGIPANE 6P,1,12
152056,16/01/2021,13:58:00,TRADITIONAL BAGUETTE,1,1.2
152057,16/01/2021,13:58:00,TRADITIONAL BAGUETTE,1,1.2
152058,16/01/2021,14:01:00,TRADITIONAL BAGUETTE,1,1.2
152059,16/01/2021,14:01:00,PAIN,1,1.15
152062,16/01/2021,17:11:00,PAIN CHOCO AMANDES,1,1.5
152062,16/01/2021,17:11:00,PAIN BANETTE,1,1.4
152063,16/01/2021,17:17:00,BAGUETTE,1,0.9
152065,16/01/2021,17:01:00,GAL FRANGIPANE 4P,1,8
152065,16/01/2021,9:37 AM,PAIN CHOCO AMANDES,3,1.5
152065,16/01/2021,17:01:00,unknown,1,1.2
152069,16/01/2021,17:40:00,traditional   baguette,1,1.2
152070,16/01/2021,17:43:00,DIVERS PATISSERIE,1,6
152070,16/01/2021,17:43:00,DIVERS VIENNOISERIE,1,6
152071,16/01/2021,17:45:00,SPECIAL BREAD,1,2.4
152075,16/01/2021,17:55:00,DIVERS PATISSERIE,1,6
152075,16/01/2021,17:55:00,CEREAL BAGUETTE,1,1.25
152076,16/01/2021,17:56:00,TRADITIONAL BAGUETTE,4,1.2
152077,16/01/2021,18:01:00,unknown,1,0.3
152077,16/01/2021,18:01:00,TRADITIONAL BAGUETTE,2,1.2
152078,16/01/2021,18:04:00,DIVERS VIENNOISERIE,1,6
152079,16/01/2021,18:06:00,COUPE,1,0.15
152080,16/01/2021,18:07:00,CEREAL BAGUETTE,1,1.25
152081,16/01/2021,18:09:00,TRADITIONAL BAGUETTE,1,1.2
152084,16/01/2021,18:16:00,COUPE,1,0.15
152086,16/01/2021,18:19:00,PAIN AU CHOCOLAT,2,1.2
152087,16/01/2021,00:00:00,BOULE POLKA,1,1.6
152088,16/01/2021,18:24:00,CEREAL BAGUETTE,2,1.25
152091,16/01/2021,18:44:00,BAGUETTE,1,0.9
152093,17/01/2021,08:32:00,CROISSANT,2,1.1
152093,17/01/2021,08:32:00,CHAUSSON AUX POMMES,1,1.4
152093,17/01/2021,08:32:00,PAIN AU CHOCOLAT,2,1.2
152094,17/01/2021,08:42:00,PAIN AU CHOCOLAT,2,1.2
152094,17/01/2021,08:42:00,BANETTE,2,1.05
152095,17/01/2021,08:48:00,BAGUETTE GRAINE,1,1.3
152096,17/01/2021,08:50:00,BAGUETTE,1,0.9
152097,17/01/2021,08:59:00,CROISSANT,1,1.1
152097,17/01/2021,01:15:00,,7,1.2
152099,17/01/2021,09:09:00,BOULE 200G,1,1.1
152100,17/01/2021,09:18:00,COOKIE,1,1
152102,17/01/2021,01:15:00,BANETTE,1,1.05
152104,17/01/2021,09:39:00,TRADITIONAL BAGUETTE,2,1.2
152105,17/01/2021,09:40:00,TRADITIONAL BAGUETTE,1,1.2
152106,17/01/2021,09:41:00,BAGUETTE,2,0.9
152107,17/01/2021,09:46:00,PAIN AU CHOCOLAT,2,1.2
152107,17/01/2021,09:46:00,CROISSANT,2,1.1
152109,17/01/2021,09:52:00,CROISSANT,1,1.1
152109,17/01/2021,09:52:00,TRADITIONAL BAGUETTE,1,1.2
152111,17/01/2021,09:53:00,TRADITIONAL BAGUETTE,1,€ 1.2
152111,17/01/2021,09:53:00,BAGUETTE,4,0.9
152113,17/01/2021,09:54:00,PAIN,1,1.15
152114,17/01/2021,09:58:00,TRADITIONAL BAGUETTE,2,1.2
152115,17/01/2021,10:06:00,DIVERS VIENNOISERIE,1,4
152116,17/01/2021,10:07:00,,1,
152117,17/01/2021,10:08:00,PAIN,2,1.15
152118,17/01/2021,10:12:00,BANETTE,2,1.05
152119,17/01/2021,10:17:00,SPECIAL BREAD,1,2.4
152127,17/01/2021,10:38:00,BAGUETTE,2,0.9
152128,17/01/2021,10:39:00,TRADITIONAL BAGUETTE,1,"1,2"
152129,17/01/2021,10:41:00,SPECIAL BREAD,1,2.4
152130,17/01/2021,10:42:00,  BAGUETTE  ,1,0.9
152132,17/01/2021,10:45:00,PAIN AU CHOCOLAT,7,1.2
152132,17/01/2021,10:45:00,CROISSANT,4,1.1
152132,17/01/2021,10:45:00,TRADITIONAL BAGUETTE,2,1.2
152133,17/01/2021,10:46:00,COUPE,1,0.15
152138,17/01/2021,10:51:00,BAGUETTE,1,0.9
152139,17/01/2021,9:37 AM,CAMPAGNE,1,1.8
152139,17/01/2021,10:52:00,traditional   baguette,2,1.2
152140,17/01/2021,10:53:00,TRADITIONAL BAGUETTE,1,1.2
152141,17/01/2021,10:54:00,SPECIAL BREAD,1,2.4
152142,17/01/2021,01:15:00,TRADITIONAL BAGUETTE,2,1.2
152143,17/01/2021,10:57:00,BANETTINE,1,0.6
152144,17/01/2021,10:58:00,  BANETTE  ,1,1.05
152145,17/01/2021,11:00:00,TRADITIONAL BAGUETTE,1,1.2
152146,17/01/2021,11:01:00,FICELLE,2,0.6
152147,17/01/2021,11:01:00,TRADITIONAL BAGUETTE,-2,1.2
152147,17/01/2021,11:01:00,CEREAL BAGUETTE,2,1.25
152148,17/01/2021,11:03:00,GAL FRANGIPANE 4P,2,8
152149,17/01/2021,11:03:00,BANETTE,1,1.05
152149,17/01/2021,11:03:00,COUPE,1,0.15
152149,17/01/2021,11:03:00,BOULE 400G,1,1.5
152150,17/01/2021,11:11:00,TRADITIONAL BAGUETTE,5,1.2
152150,17/01/2021,11:11:00,PAIN AU CHOCOLAT,2,1.2
152151,17/01/2021,11:12:00,TRADITIONAL BAGUETTE,3,1.2
152153,17/01/2021,11:20:00,GAL FRANGIPANE 4P,1,8
152155,17/01/2021,11:22:00,COUPE,1,0.15
152157,17/01/2021,11:01:00,DIVERS VIENNOISERIE,1,4
152158,17/01/2021,11:26:00,croissant,5,1.1
152160,17/01/2021,11:29:00,TRADITIONAL BAGUETTE,1,1.2
152161,17/01/2021,11:31:00,CROISSANT,5,1.1
152162,17/01/2021,11:33:00,BANETTE,1,1.05
152162,17/01/2021,11:33:00,GAL POIRE CHOCO 4P,1,8
152163,17/01/2021,11:34:00,COMPLET,2,1.5
152165,17/01/2021,11:36:00,VIK BREAD,1,2.5
152165,17/01/2021,11:36:00,BOULE 400G,1,1.5
152166,17/01/2021,11:36:00,CEREAL BAGUETTE,1,1.25
152167,17/01/2021,11:37:00,TRADITIONAL BAGUETTE,3,1.2
152168,17/01/2021,11:39:00,CEREAL BAGUETTE,1,1.25
152172,17/01/2021,11:40:00,TRADITIONAL BAGUETTE,2,
152175,17/01/2021,11:43:00,GAL FRANGIPANE 4P,1,8
152175,17/01/2021,01:15:00,TRADITIONAL BAGUETTE,4,1.2
152177,17/01/2021,11:44:00,BOULE 400G,1,1.5
152177,17/01/2021,11:44:00,COUPE,1,0.15
152179,17/01/2021,11:47:00,CAMPAGNE,1,1.8
152180,17/01/2021,11:48:00,TRADITIONAL BAGUETTE,2,1.2
152184,17/01/2021,11:53:00,,1,0.6
152186,17/01/2021,11:57:00,TRADITIONAL BAGUETTE,2,1.2
152188,17/01/2021,11:58:00,TRADITIONAL BAGUETTE,2,1.2
152189,17/01/2021,11:58:00,MOISSON,1,2
152190,17/01/2021,11:59:00,PAIN AU CHOCOLAT,-4,1.2
152191,17/01/2021,12:00:00,VIK BREAD,1,2.5
152191,17/01/2021,12:00:00,TRADITIONAL BAGUETTE,1,1.2
152192,17/01/2021,12:01:00,TRADITIONAL BAGUETTE,2,1.2
152195,17/01/2021,12:04:00,TRADITIONAL BAGUETTE,1,1.2
152196,17/01/2021,12:05:00,BANETTE,1,1.05
152199,17/01/2021,12:07:00,TRADITIONAL BAGUETTE,2,1.2
152200,17/01/2021,12:07:00,GAL FRANGIPANE 4P,1,8
152201,17/01/2021,12:09:00,COUPE,1,0.15
152203,17/01/2021,12:10:00,COUPE,1,0.15
152204,17/01/2021,12:10:00,BAGUETTE GRAINE,1,1.3
152205,17/01/2021,12:11:00,BAGUETTE,1,0.9
152206,17/01/2021,12:12:00,GAL POIRE CHOCO 4P,1,8
152207,17/01/2021,12:13:00,unknown,1,1.2
152213,17/01/2021,12:17:00,BAGUETTE,1,0.9
152213,17/01/2021,12:17:00,GAL POIRE CHOCO 6P,1,12
152214,17/01/2021,12:21:00,GAL POIRE CHOCO 6P,1,12
152214,17/01/2021,12:21:00,GAL FRANGIPANE 6P,1,12
152215,17/01/2021,12:22:00,TRADITIONAL BAGUETTE,1,1.2
152216,17/01/2021,12:22:00,TRADITIONAL BAGUETTE,-1,1.2
152218,17/01/2021,12:24:00,CAMPAGNE,1,1.8
152220,17/01/2021,12:27:00,TRADITIONAL BAGUETTE,2,"1,2"
152221,17/01/2021,12:28:00,coupe,1,0.15
152223,17/01/2021,12:29:00,COUPE,1,0.15
152223,17/01/2021,12:29:00,CAMPAGNE,1,1.8
152225,17/01/2021,12:30:00,BAGUETTE,1,
152225,17/01/2021,12:30:00,COUPE,1,0.15
152226,17/01/2021,12:31:00,  TRADITIONAL BAGUETTE  ,1,1.2
152227,17/01/2021,12:31:00,TRADITIONAL BAGUETTE,2,1.2
152228,17/01/2021,12:31:00,TRADITIONAL BAGUETTE,3,1.2
152229,17/01/2021,12:32:00,TRADITIONAL BAGUETTE,2,1.2
152230,17/01/2021,12:34:00,BAGUETTE GRAINE,2,1.3
152231,17/01/2021,12:34:00,BAGUETTE,1,0.9
152231,17/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
152236,17/01/2021,12:40:00,COUPE,2,0.15
152236,17/01/2021,12:40:00,VIK BREAD,2,2.5
152237,17/01/2021,12:41:00,GAL FRANGIPANE 6P,1,12
152238,17/01/2021,12:42:00,TRADITIONAL BAGUETTE,1,1.2
152239,17/01/2021,12:44:00,TRADITIONAL BAGUETTE,2,1.2
152242,17/01/2021,12:49:00,TRADITIONAL BAGUETTE,1,1.2
152243,17/01/2021,12:51:00,DIVERS VIENNOISERIE,1,4
152244,17/01/2021,12:53:00,COUPE,1,0.15
152245,17/01/2021,12:57:00,SAND JB,1,3
152248,17/01/2021,12:59:00,DIVERS VIENNOISERIE,1,4
152251,17/01/2021,13:02:00,,4,1.2
152252,17/01/2021,13:03:00,unknown,3,1.2
152253,17/01/2021,13:03:00,GAL POMME 6P,1,12
152254,17/01/2021,13:05:00,COUPE,1,0.15
152256,17/01/2021,13:07:00,TRADITIONAL BAGUETTE,1,1.2
152258,17/01/2021,13:12:00,TRADITIONAL BAGUETTE,1,1.2
152259,17/01/2021,13:13:00,TRADITIONAL BAGUETTE,1,1.2
152265,17/01/2021,13:17:00,PAIN BANETTE,1,1.4
152266,17/01/2021,13:20:00,DIVERS VIENNOISERIE,1,6
152266,17/01/2021,13:20:00,MOISSON,1,2
152268,17/01/2021,13:23:00,TRADITIONAL BAGUETTE,1,1.2
152270,17/01/2021,13:01:00,COUPE,1,0.15
152270,17/01/2021,13:01:00,GACHE,2,5
152270,17/01/2021,13:01:00,TRADITIONAL BAGUETTE,4,1.2
152271,17/01/2021,13:26:00,COUPE,1,0.15
152271,17/01/2021,13:26:00,TRADITIONAL BAGUETTE,1,1.2
152273,17/01/2021,13:32:00,NANTAIS,1,2.5
152274,17/01/2021,13:32:00,PAIN BANETTE,1,1.4
152275,17/01/2021,13:33:00,PAIN BANETTE,1,1.4
152276,17/01/2021,13:33:00,  PAIN  ,1,1.15
152277,17/01/2021,13:40:00,SPECIAL BREAD,1,2.4
152277,17/01/2021,13:40:00,QUIM BREAD,2,1
152279,17/01/2021,13:51:00,BANETTINE,2,0.6
152281,17/01/2021,14:01:00,KOUIGN AMANN,1,2.1
152281,17/01/2021,14:01:00,FONDANT CHOCOLAT,2,2.5
152282,17/01/2021,14:02:00,SPECIAL BREAD KG,1,4.8
152285,18/01/2021,08:39:00,TRADITIONAL BAGUETTE,-1,1.2
152288,18/01/2021,08:46:00,  BAGUETTE  ,1,0.9
152289,18/01/2021,08:50:00,CROISSANT,1,1.1
152291,18/01/2021,09:04:00,SUCETTE,1,0.3
152292,18/01/2021,09:06:00,BAGUETTE,1,0.9
152293,18/01/2021,09:15:00,COUPE,1,"0,15"
152293,18/01/2021,09:15:00,BAGUETTE,2,0.9
152294,18/01/2021,09:26:00,TRADITIONAL BAGUETTE,2,1.2
152298,18/01/2021,09:42:00,PAIN AUX RAISINS,2,1.4
152299,18/01/2021,09:43:00,BANETTE,2,1.05
152301,18/01/2021,09:55:00,TRADITIONAL BAGUETTE,1,€ 1.2
152302,18/01/2021,09:58:00,CAFE OU EAU,2,1
152304,18/01/2021,10:18:00,TRADITIONAL BAGUETTE,2,1.2
152304,18/01/2021,10:18:00,PAIN AU CHOCOLAT,2,1.2
152305,18/01/2021,10:31:00,CEREAL BAGUETTE,1,1.25
152307,18/01/2021,10:36:00,BANETTINE,1,0.6
152310,18/01/2021,10:46:00,SACHET VIENNOISERIE,1,4
152312,18/01/2021,01:15:00,BANETTE,1,1.05
152319,18/01/2021,11:13:00,TRADITIONAL BAGUETTE,1,1.2
152320,18/01/2021,11:13:00,BANETTE,1,1.05
152321,18/01/2021,11:16:00,TRADITIONAL BAGUETTE,1,1.2
152322,18/01/2021,00:00:00,BAGUETTE,1,
152324,18/01/2021,11:21:00,BANETTE,1,1.05
152325,18/01/2021,11:24:00,unknown,1,1.8
152325,18/01/2021,11:24:00,COUPE,1,0.15
152326,18/01/2021,9:37 AM,BAGUETTE,1,0.9
152326,18/01/2021,01:15:00,,1,"0,45"
152327,18/01/2021,11:28:00,TRADITIONAL BAGUETTE,1,1.2
